Age,Gender,Department,Job_Title,Years_at_Company,Satisfaction_Level,Average_Monthly_Hours,Promotion_Last_5Years,Salary,Attrition,Satisfaction_Hours,Salary_Rank,Satisfaction_Tenure,Department_Attrition_Rate,Department_Satisfaction_Impact,Satisfaction_Per_Hour
46,0,Sales,Manager,10,0.4816047670592061,202,0,35793,0,97.28416294595962,Low,4.816047670592061,0.49282296650717705,0.23734588998611592,0.0023841820151445847
30,0,Sales,Analyst,8,0.0921735546792628,203,0,81499,1,18.71123159989035,High,0.7373884374341024,0.49282296650717705,0.04542524465054579,0.00045405691960227984
34,0,Sales,Engineer,4,0.1227164388223442,243,1,81233,0,29.82009463382964,High,0.4908657552893768,0.49282296650717705,0.060477479419624176,0.0005050059210796058
34,1,Sales,Engineer,7,0.955453058641222,243,1,40127,1,232.17509324981694,Low,6.688171410488554,0.49282296650717705,0.4708692107179228,0.00393190559111614
40,1,Sales,Manager,6,0.6160906716553524,159,1,78348,1,97.95841679320102,Medium,3.696544029932114,0.49282296650717705,0.30362363244258994,0.0038747840984613355
48,1,Sales,Analyst,6,0.836430635675045,151,1,34808,1,126.3010259869318,Low,5.01858381405027,0.49282296650717705,0.41221222715085953,0.005539275732947318
57,1,Sales,Accountant,3,0.7764093193819304,162,0,94226,1,125.77830973987273,High,2.329227958145791,0.49282296650717705,0.3826323440016212,0.004792650119641546
32,1,Sales,HR Specialist,6,0.2755445558528386,236,0,65494,1,65.02851518126991,Medium,1.6532673351170315,0.49282296650717705,0.13579468542029846,0.0011675616773425363
31,1,Sales,Analyst,6,0.4642991998299196,225,0,82445,0,104.4673199617319,High,2.7857951989795176,0.49282296650717705,0.22881730900708955,0.002063551999244087
46,1,Sales,HR Specialist,4,0.745609677877397,237,0,50467,0,176.70949365694307,Medium,2.982438711509588,0.49282296650717705,0.3674535733079995,0.00314603239610716
53,0,Sales,Manager,1,0.753165520167058,242,0,56338,0,182.266055880428,Medium,0.753165520167058,0.49282296650717705,0.3711772659196506,0.003112254215566355
41,0,Sales,HR Specialist,9,0.9050240368752758,178,0,48449,0,161.0942785637991,Low,8.145216331877482,0.49282296650717705,0.4460166306131742,0.0050844047015464935
29,1,Sales,Engineer,9,0.1852126533590471,219,1,95558,1,40.561571085631314,High,1.6669138802314238,0.49282296650717705,0.09127704926307106,0.0008457198783518133
43,0,Sales,Engineer,4,0.982782485480021,213,0,46780,0,209.33266940724448,Low,3.931129941920084,0.49282296650717705,0.4843377799255606,0.004614002279248925
42,0,Sales,Analyst,4,0.7224404540139828,169,1,43764,0,122.0924367283631,Low,2.8897618160559313,0.49282296650717705,0.3560352476719628,0.004274795585881556
32,1,Sales,HR Specialist,1,0.9485523536324708,242,0,60286,1,229.54966957905793,Medium,0.9485523536324708,0.49282296650717705,0.46746838480451913,0.003919637824927566
30,1,Sales,Engineer,6,0.4791137622140829,166,1,85225,0,79.53288452753776,High,2.8746825732844976,0.49282296650717705,0.23611826558875856,0.002886227483217367
42,1,Sales,Engineer,4,0.0286091280545891,185,0,54559,1,5.292688690098984,Medium,0.1144365122183564,0.49282296650717705,0.014099235357046304,0.00015464393543021136
38,0,Sales,Engineer,8,0.5406084474308369,150,1,99113,0,81.09126711462554,High,4.324867579446695,0.49282296650717705,0.26642425878170434,0.0036040563162055795
50,1,Sales,Manager,7,0.5472466017655955,231,0,32849,1,126.41396500785255,Low,3.8307262123591683,0.49282296650717705,0.26969569369309254,0.0023690329080761708
54,1,Sales,HR Specialist,5,0.8744153954319644,195,1,77459,0,170.51100210923306,Medium,4.372076977159822,0.49282296650717705,0.43093198913632697,0.004484181515035715
59,0,Sales,Engineer,9,0.4221404816997965,165,1,71466,0,69.65317948046642,Medium,3.7992643352981688,0.49282296650717705,0.2080405244740624,0.0025584271618169486
32,1,Sales,Engineer,2,0.7049426007682,150,1,43102,1,105.74139011523,Low,1.4098852015364,0.49282296650717705,0.34741190372786895,0.004699617338454667
39,0,Sales,Engineer,6,0.1240883166761549,166,0,61580,1,20.598660568241712,Medium,0.7445299000569294,0.49282296650717705,0.061153572333224666,0.0007475199799768367
25,0,Sales,Accountant,2,0.50317012254502,199,0,85996,1,100.13085438645899,High,1.00634024509004,0.49282296650717705,0.24797379245041656,0.0025284930781156786
55,0,Sales,HR Specialist,8,0.7888324502262112,151,1,32954,1,119.11369998415789,Low,6.310659601809689,0.49282296650717705,0.38875474819760647,0.005224055961762988
59,1,Sales,Analyst,3,0.2117559825197309,159,0,71088,0,33.66920122063721,Medium,0.6352679475591927,0.49282296650717705,0.10435821148101572,0.0013317986321995654
56,0,Sales,Manager,7,0.806804516980408,187,0,97244,0,150.87244467533628,High,5.647631618862856,0.49282296650717705,0.3976117954496748,0.00431446265764924
52,0,Sales,HR Specialist,10,0.2646727531603636,192,0,73863,0,50.81716860678981,Medium,2.646727531603636,0.49282296650717705,0.1304368113661122,0.0013785039227102271
46,1,Sales,Engineer,3,0.0369002855111018,226,0,70714,1,8.339464525509007,Medium,0.11070085653330539,0.49282296650717705,0.01818530817054299,0.00016327559960664512
56,0,Sales,Engineer,9,0.9083533775861872,163,0,48165,1,148.0616005465485,Low,8.175180398275685,0.49282296650717705,0.44765740617883865,0.005572720107890719
49,0,Sales,Engineer,2,0.9017869230139792,176,1,73713,0,158.71449845046035,Medium,1.8035738460279584,0.49282296650717705,0.4444213065571285,0.0051237893353067
55,0,Sales,Analyst,2,0.276196630910939,215,0,46185,1,59.382275645851884,Low,0.552393261821878,0.49282296650717705,0.13611604298481683,0.0012846354926090186
39,0,Sales,Engineer,9,0.0308291472795025,170,1,56461,1,5.240955037515425,Medium,0.27746232551552247,0.49282296650717705,0.015193311817171089,0.0001813479251735441
27,1,Sales,Manager,1,0.1081703549776673,225,1,71482,0,24.338329869975144,Medium,0.1081703549776673,0.49282296650717705,0.053308835228228386,0.00048075713323407693
34,0,Sales,Accountant,8,0.4296447968665909,167,0,77841,0,71.75068107672068,Medium,3.4371583749327272,0.49282296650717705,0.2117388233361668,0.0025727233345304843
51,1,Sales,Analyst,2,0.4686906126889296,245,0,66868,1,114.82920010878775,Medium,0.9373812253778592,0.49282296650717705,0.23098149811942464,0.0019130229089344064
42,1,Sales,Accountant,10,0.6740807360007953,167,0,90843,1,112.57148291213282,High,6.740807360007953,0.49282296650717705,0.3322024679812532,0.004036411592819133
45,0,Sales,Analyst,1,0.6012340088448226,207,1,65174,0,124.45543983087828,Medium,0.6012340088448226,0.49282296650717705,0.2963019278039078,0.0029045121200232974
27,1,Sales,Manager,10,0.1785318270700687,150,1,91629,0,26.779774060510306,High,1.785318270700687,0.49282296650717705,0.08798458463261759,0.0011902121804671247
32,1,Sales,Manager,7,0.0706451087667084,196,0,78476,1,13.846441318274847,Medium,0.49451576136695885,0.49282296650717705,0.03481553207163141,0.0003604342284015735
31,0,Sales,Accountant,4,0.4721937125242693,155,0,72188,0,73.19002544126174,Medium,1.8887748500970771,0.49282296650717705,0.23270790617224754,0.0030464110485436727
40,1,Sales,Manager,9,0.3080310877764133,154,1,77656,0,47.43678751756765,Medium,2.77227978998772,0.49282296650717705,0.15180479445440465,0.0020002018686780085
34,0,Sales,Engineer,1,0.9267072911908804,160,1,41420,1,148.27316659054085,Low,0.9267072911908804,0.49282296650717705,0.45670263632852,0.005791920569943002
45,1,Sales,Accountant,2,0.3641803114996725,156,0,96293,0,56.81212859394891,High,0.728360622999345,0.49282296650717705,0.17947642145677642,0.002334489176279952
48,1,Sales,HR Specialist,2,0.8458703937684675,155,1,34447,1,131.10991103411246,Low,1.691740787536935,0.49282296650717705,0.4168643567375701,0.0054572283468933384
54,1,Sales,HR Specialist,10,0.5047448558901882,180,0,46467,0,90.85407406023388,Low,5.047448558901882,0.49282296650717705,0.24874985720904014,0.0028041380882788238
35,0,Sales,Engineer,9,0.7519549784918638,175,0,37004,1,131.59212123607617,Low,6.767594806426774,0.49282296650717705,0.3705806831802008,0.004296885591382079
32,1,Sales,HR Specialist,5,0.9443566736458052,245,0,49158,0,231.36738504322227,Low,4.721783368229026,0.49282296650717705,0.4654006573469758,0.003854517035289001
32,1,Sales,Engineer,9,0.1976383920397513,159,0,75317,1,31.42450433432046,Medium,1.7787455283577618,0.49282296650717705,0.09740073866073869,0.0012430087549669894
45,0,Sales,Analyst,7,0.9618660436759182,247,1,72481,0,237.5809127879518,Medium,6.733062305731427,0.49282296650717705,0.4740296770268879,0.0038941945088093854
59,0,Sales,Engineer,10,0.1143675459848161,214,0,84131,0,24.474654840750645,High,1.143675459848161,0.49282296650717705,0.05636295328438306,0.0005344277849757762
29,1,Sales,HR Specialist,8,0.2611470186530066,220,1,89766,1,57.45234410366145,High,2.089176149224053,0.49282296650717705,0.1286992484270798,0.0011870319029682118
25,1,Sales,Manager,4,0.2011488085849492,206,0,98845,1,41.436654568499534,High,0.8045952343397968,0.49282296650717705,0.09913075255621899,0.0009764505271114039
38,0,Sales,Engineer,1,0.4678078150259314,186,0,93822,0,87.01225359482324,High,0.4678078150259314,0.49282296650717705,0.23054643515632026,0.0025150957797093086
30,0,Sales,Analyst,8,0.0933647321850577,192,1,32182,0,17.926028579531078,Low,0.7469178574804616,0.49282296650717705,0.046012284282588245,0.0004862746467971755
31,0,Sales,Analyst,4,0.8644199492712148,162,1,83201,1,140.0360317819368,High,3.457679797084859,0.49282296650717705,0.4260060037078236,0.0053359256127852766
45,0,Sales,Analyst,8,0.4906512616021815,189,1,41908,0,92.7330884428123,Low,3.925210092817452,0.49282296650717705,0.24180421026327606,0.0025960384211755633
56,1,Sales,Accountant,1,0.9885121487222146,234,1,68137,0,231.31184280099822,Medium,0.9885121487222146,0.49282296650717705,0.4871614895616656,0.004224410891975276
55,0,Sales,Analyst,5,0.7000659725689824,243,0,60907,0,170.11603133426271,Medium,3.5003298628449118,0.49282296650717705,0.34500858935217793,0.0028809299282674173
48,1,Sales,Engineer,1,0.4762533061042924,204,0,38228,0,97.15567444527565,Low,0.4762533061042924,0.49282296650717705,0.23470856712316804,0.0023345750299230018
54,0,Sales,HR Specialist,4,0.7970506210087491,233,0,56690,0,185.71279469503855,Medium,3.1882024840349965,0.49282296650717705,0.39280485150191946,0.003420818115917378
32,1,Sales,Accountant,6,0.8083482975820633,229,0,63277,0,185.11176014629248,Medium,4.850089785492379,0.49282296650717705,0.39837260598541874,0.003529905229615997
42,1,Sales,HR Specialist,6,0.7369084429397413,233,1,32252,1,171.69966720495972,Low,4.421450657638448,0.49282296650717705,0.36316540489374816,0.00316269717999889
55,0,Sales,Manager,1,0.4900760437387719,237,0,46051,0,116.14802236608894,Low,0.4900760437387719,0.49282296650717705,0.2415207296894426,0.002067831408180472
58,0,Sales,Accountant,10,0.6748343768829334,209,1,70785,1,141.04038476853307,Medium,6.748343768829334,0.49282296650717705,0.33257387951646955,0.003228872616664753
25,0,Sales,Accountant,3,0.0546759743574396,180,0,44251,1,9.841675384339128,Low,0.1640279230723188,0.49282296650717705,0.026945575879503726,0.0003037554130968867
44,1,Sales,HR Specialist,6,0.7258355944896595,155,0,84642,1,112.50451714589722,High,4.3550135669379575,0.49282296650717705,0.35770845087289443,0.004682810287030061
33,0,Sales,Engineer,6,0.3242058183041204,211,1,81179,1,68.4074276621694,High,1.9452349098247224,0.49282296650717705,0.15977607313552344,0.001536520465896305
27,1,Sales,Manager,8,0.0388537701958044,205,1,78586,0,7.9650228901399025,Medium,0.3108301615664352,0.49282296650717705,0.019148030287884466,0.00018953058632099708
37,0,Sales,Manager,9,0.8510489800188509,202,0,53055,1,171.91189396380787,Medium,7.6594408201696575,0.49282296650717705,0.4194164829757973,0.004213113762469559
46,1,Sales,Accountant,7,0.5387003622438757,213,0,63425,1,114.74317715794554,Medium,3.77090253570713,0.49282296650717705,0.2654839105795177,0.00252910968189613
47,1,Sales,HR Specialist,1,0.1255320905566372,220,1,85742,0,27.617059922460182,High,0.1255320905566372,0.49282296650717705,0.061865097259969526,0.0005706004116210781
32,0,Sales,HR Specialist,5,0.0598648869818267,229,0,81642,1,13.709059118838315,High,0.2993244349091335,0.49282296650717705,0.02950279119200072,0.0002614187204446581
35,0,Sales,Engineer,4,0.8591138709442458,195,1,97250,0,167.52720483412793,High,3.4364554837769834,0.49282296650717705,0.4233910464462073,0.00440571215868844
34,0,Sales,HR Specialist,3,0.2349553746151401,238,0,37456,1,55.919379158403345,Low,0.7048661238454204,0.49282296650717705,0.11579140471463843,0.000987207456366135
30,0,Sales,HR Specialist,8,0.8969251246541502,204,1,82078,0,182.97272542944663,High,7.175400997233202,0.49282296650717705,0.44202530066687784,0.004396691787520344
59,0,Sales,HR Specialist,7,0.3200965267703672,249,1,99584,0,79.70403516582144,High,2.2406756873925704,0.49282296650717705,0.15775091989161638,0.0012855282199613141
57,0,Sales,Manager,5,0.8444804424857016,219,1,41439,0,184.94121690436867,Low,4.222402212428508,0.49282296650717705,0.416179356823097,0.0038560750798433863
47,0,Sales,Analyst,8,0.3300871766793729,162,1,93791,0,53.4741226220584,High,2.640697413434983,0.49282296650717705,0.1626745416171072,0.002037575164687487
48,1,Sales,Analyst,9,0.6771271066054553,151,1,64407,0,102.24619309742374,Medium,6.094143959449098,0.49282296650717705,0.333703789379722,0.004484285474208313
33,1,Sales,Engineer,8,0.2593869691230984,232,0,42945,1,60.17777683655883,Low,2.075095752984787,0.49282296650717705,0.1278318555965509,0.0011180472807030104
51,0,Sales,Accountant,6,0.010444816496314,168,1,35667,0,1.754729171380752,Low,0.062668898977884,0.49282296650717705,0.0051474454503365645,6.217152676377381e-05
31,0,Sales,Engineer,1,0.2989316232766223,203,0,75599,0,60.68311952515433,Medium,0.2989316232766223,0.49282296650717705,0.1473203693659909,0.001472569572791243
35,1,Sales,Analyst,8,0.870768279550006,174,1,68662,0,151.51368064170106,Medium,6.966146236400048,0.49282296650717705,0.4291346066681848,0.005004415399712679
42,1,Sales,Manager,7,0.1135191903357104,232,1,94611,1,26.33645215788481,High,0.7946343323499727,0.49282296650717705,0.05594486413673766,0.0004893068548953034
38,0,Sales,Analyst,6,0.3940494300775718,240,1,67607,1,94.57186321861724,Medium,2.364296580465431,0.49282296650717705,0.19419660908129138,0.001641872625323216
58,0,Sales,Engineer,5,0.5097913428949129,169,0,42706,0,86.15473694924027,Low,2.5489567144745644,0.49282296650717705,0.2512368819051485,0.0030165168218633897
52,0,Sales,Accountant,9,0.2158958470693217,245,1,38896,1,52.89448253198381,Low,1.9430626236238953,0.49282296650717705,0.10639843180928295,0.0008812075390584559
29,0,Sales,Manager,2,0.1768084400669147,223,1,35813,1,39.42828213492198,Low,0.3536168801338294,0.49282296650717705,0.08713525993728333,0.0007928629599413216
52,1,Sales,Analyst,2,0.9500950055958152,228,0,90009,1,216.62166127584587,High,1.9001900111916303,0.49282296650717705,0.46822863912138263,0.004167083357876382
46,0,Sales,Accountant,3,0.8123087852137085,245,0,45968,1,199.01565237735858,Low,2.4369263556411256,0.49282296650717705,0.40032442524886114,0.0033155460620967695
30,0,Sales,HR Specialist,10,0.1476029083896921,227,0,96568,1,33.505860204460106,High,1.476029083896921,0.49282296650717705,0.07274210317769515,0.000650233076606573
30,1,Sales,Accountant,2,0.0213718760946267,183,0,47600,1,3.9110533253166864,Low,0.0427437521892534,0.49282296650717705,0.010532551376777752,0.00011678620816735902
25,1,Sales,Accountant,8,0.9525851941903404,150,1,78199,0,142.88777912855105,Medium,7.620681553522723,0.49282296650717705,0.46945586125169886,0.006350567961268936
39,0,Sales,Manager,10,0.4750346177525851,176,1,82555,0,83.60609272445498,High,4.750346177525851,0.49282296650717705,0.23410796951443189,0.0026990603281396883
41,0,Sales,Analyst,7,0.9569206477006452,186,1,71559,1,177.98724047232002,Medium,6.698444533904516,0.49282296650717705,0.47159247231180124,0.005144734665057232
44,1,Sales,HR Specialist,2,0.1865191545824819,230,1,51316,1,42.89940555397084,Medium,0.3730383091649638,0.49282296650717705,0.09192092307174946,0.0008109528460107908
57,1,Sales,Engineer,3,0.3837931922654971,204,0,72722,0,78.29381122216141,Medium,1.1513795767964912,0.49282296650717705,0.18914209953754163,0.0018813391777720446
44,0,Sales,Manager,8,0.2617943393894157,193,0,37796,1,50.52630750215723,Low,2.0943547151153257,0.49282296650717705,0.12901826295267857,0.0013564473543493042
53,0,Sales,Engineer,7,0.3108225462753972,158,1,86198,0,49.10996231151275,High,2.17575782392778,0.49282296650717705,0.15318048931275555,0.0019672313055404886
38,1,Sales,Manager,7,0.1641706192995858,198,0,75386,0,32.505782621317984,Medium,1.1491943350971006,0.49282296650717705,0.08090705161654228,0.0008291445419170999
50,1,Sales,Analyst,3,0.7862337379593178,216,1,53097,1,169.82648739921265,Medium,2.3587012138779535,0.49282296650717705,0.3874740431091375,0.003639971009070916
52,1,Sales,Engineer,2,0.1013327466565335,226,0,58666,1,22.90120074437657,Medium,0.202665493313067,0.49282296650717705,0.04993910481159306,0.00044837498520590045
32,1,Sales,Analyst,8,0.3287770910149319,173,1,93766,1,56.87843674558322,High,2.6302167281194553,0.49282296650717705,0.1620289013135789,0.0019004456128030747
48,0,Sales,Manager,2,0.0752314962513943,163,1,97670,1,12.262733888977271,High,0.1504629925027886,0.49282296650717705,0.03707580915738571,0.0004615429217876951
54,1,Sales,Engineer,6,0.1059544046978843,225,0,35597,1,23.839741057023968,Low,0.6357264281873057,0.49282296650717705,0.05221676403771332,0.0004709084653239302
58,1,Sales,Engineer,3,0.1743702887486541,210,0,42027,0,36.61776063721736,Low,0.5231108662459623,0.49282296650717705,0.08593368297182474,0.0008303347083269243
52,1,Sales,Engineer,7,0.5679622715994557,202,1,69506,0,114.72837886309004,Medium,3.97573590119619,0.49282296650717705,0.27990485155379874,0.0028116944138586912
47,1,Sales,Accountant,1,0.3219388780603254,184,1,98703,1,59.236753563099874,High,0.3219388780603254,0.49282296650717705,0.1586588729196819,0.0017496678155452467
27,1,Sales,Manager,10,0.7889238248094698,236,1,47473,0,186.18602265503486,Low,7.889238248094697,0.49282296650717705,0.3887997796907913,0.0033428975627519905
31,0,Sales,HR Specialist,6,0.4655246525147328,240,0,66024,1,111.72591660353586,Medium,2.793147915088397,0.49282296650717705,0.2294212402345334,0.00193968605214472
29,0,Sales,HR Specialist,9,0.472849732838964,182,0,47618,0,86.05865137669144,Low,4.255647595550676,0.49282296650717705,0.23303120804982436,0.0025980754551591426
51,1,Sales,Engineer,6,0.7625215362598607,179,0,39963,0,136.49135499051508,Low,4.575129217559164,0.49282296650717705,0.3757881255251945,0.004259896850613747
40,1,Sales,Manager,7,0.0917277035985,248,0,39629,0,22.748470492427998,Low,0.6420939251894999,0.49282296650717705,0.04520551899830383,0.00036986977257459674
32,1,Sales,Engineer,2,0.3230881138052778,177,0,89446,0,57.18659614353417,High,0.6461762276105556,0.49282296650717705,0.15922524268872543,0.001825356575171061
31,1,Sales,Engineer,10,0.8916391165566242,181,1,40362,1,161.386680096749,Low,8.916391165566242,0.49282296650717705,0.4394202344752741,0.004926182964401239
26,1,Sales,Analyst,3,0.6867808841443525,224,0,56859,0,153.83891804833496,Medium,2.0603426524330573,0.49282296650717705,0.33846139266444164,0.003065986089930145
44,0,Sales,Engineer,4,0.2975892857805765,167,1,66066,0,49.69741072535627,Medium,1.190357143122306,0.49282296650717705,0.14665883461913579,0.0017819717711411766
41,1,Sales,HR Specialist,5,0.1576749246306789,184,0,54831,1,29.012186132044917,Medium,0.7883746231533945,0.49282296650717705,0.07770582410028673,0.0008569289382102114
59,1,Sales,Manager,1,0.672880567634355,208,1,56843,0,139.95915806794585,Medium,0.672880567634355,0.49282296650717705,0.331610997446596,0.003235002729011322
56,0,Sales,Engineer,10,0.4048085041612221,199,0,32573,0,80.5568923280832,Low,4.048085041612221,0.49282296650717705,0.1994989278880664,0.0020342135887498596
25,1,Sales,HR Specialist,10,0.5852541031771342,151,0,87104,0,88.37336957974726,High,5.852541031771342,0.49282296650717705,0.2884266632882528,0.003875854987928041
42,1,Sales,Accountant,8,0.1493050691083656,218,0,93571,0,32.5485050656237,High,1.1944405528669249,0.49282296650717705,0.07358096707254382,0.0006848856381117688
59,1,Sales,HR Specialist,5,0.3306053587375467,153,1,88048,0,50.58261988684465,High,1.6530267936877334,0.49282296650717705,0.16292991363620724,0.0021608193381539
32,0,Sales,Manager,5,0.1496820296839711,166,0,43063,0,24.8472169275392,Low,0.7484101484198555,0.49282296650717705,0.07376674190166997,0.0009016989739998259
45,0,Sales,Engineer,10,0.7011042723380201,229,1,97497,1,160.5528783654066,High,7.011042723380201,0.49282296650717705,0.3455202873244788,0.003061590708899651
58,0,Sales,HR Specialist,7,0.3004701914367061,152,1,36566,1,45.671469098379326,Low,2.1032913400569426,0.49282296650717705,0.14807861109081688,0.0019767775752414876
45,1,Sales,Accountant,6,0.9700350321559468,222,1,53466,0,215.3477771386202,Medium,5.820210192935681,0.49282296650717705,0.4780555421629786,0.004369527171873634
31,0,Sales,Engineer,7,0.9476901045179188,243,0,33757,1,230.28869539785427,Low,6.633830731625432,0.49282296650717705,0.4670434486380174,0.0038999592778515176
54,1,Sales,HR Specialist,6,0.8788255492921696,152,0,51522,1,133.58148349240977,Medium,5.272953295753018,0.49282296650717705,0.43310541424446636,0.005781747034816906
27,1,Sales,HR Specialist,3,0.6121133860198124,158,0,69170,0,96.71391499113035,Medium,1.836340158059437,0.49282296650717705,0.3016635347370367,0.0038741353545557744
41,0,Sales,HR Specialist,9,0.5575405173928076,179,0,53799,0,99.79975261331256,Medium,5.017864656535268,0.49282296650717705,0.2747687717294698,0.0031147514938145676
34,0,Sales,Manager,2,0.7965255847942795,233,0,96750,1,185.59046125706712,High,1.593051169588559,0.49282296650717705,0.3925461015971808,0.00341856474160635
40,1,Sales,Manager,8,0.4105278790964494,241,0,63301,1,98.93721886224431,Medium,3.284223032771595,0.49282296650717705,0.2023175672102119,0.001703435182972819
37,0,Sales,Analyst,10,0.1836808456723012,242,0,68411,0,44.45076465269689,Medium,1.8368084567230119,0.49282296650717705,0.09052213925477046,0.0007590117589764512
52,1,Sales,HR Specialist,2,0.7179191067182946,189,0,69246,0,135.68671116975767,Medium,1.4358382134365892,0.49282296650717705,0.35380702388509255,0.003798513792160289
53,1,Sales,Accountant,6,0.5564725440616477,167,1,75826,1,92.93091485829517,Medium,3.3388352643698864,0.49282296650717705,0.274242449944257,0.0033321709225248367
58,1,Sales,Manager,2,0.958490392217687,235,1,73092,1,225.24524217115643,Medium,1.916980784435374,0.49282296650717705,0.47236607846134815,0.004078682520075263
44,0,Sales,Accountant,5,0.838682400805847,191,0,43496,0,160.18833855391676,Low,4.193412004029235,0.49282296650717705,0.4133219487224988,0.004391007334062026
29,1,Sales,Engineer,7,0.8713708888354867,210,1,41009,1,182.98788665545223,Low,6.099596221848407,0.49282296650717705,0.42943158636390016,0.004149385184930889
