Age,Gender,Department,Job_Title,Years_at_Company,Satisfaction_Level,Average_Monthly_Hours,Promotion_Last_5Years,Salary,Attrition,Satisfaction_Hours,Salary_Rank,Satisfaction_Tenure,Department_Attrition_Rate,Department_Satisfaction_Impact,Satisfaction_Per_Hour,Age_Satisfaction,Salary_Tenure
31,1,Finance,HR Specialist,7,0.4564732871729066,214,0,85764,1,97.68528345500201,High,3.195313010210346,0.5194174757281553,0.23710020256068448,0.002133052743798629,14.150671902360104,600348
51,1,Marketing,Engineer,3,0.2837823264347497,226,1,87567,1,64.13480577425344,High,0.8513469793042492,0.42105263157894735,0.11948729534094724,0.001255674010773229,14.472898648172235,262701
41,0,HR,Accountant,1,0.5976970764932226,153,1,44786,1,91.44765270346305,Low,0.5976970764932226,0.5026178010471204,0.30041319027931607,0.003906516839824984,24.505580136222125,44786
31,0,Engineering,Accountant,7,0.0688672036680544,186,1,69612,0,12.80929988225812,Medium,0.4820704256763808,0.5343137254901961,0.03679669215597024,0.0003702537831615828,2.1348833137096865,487284
39,1,Finance,Manager,1,0.1986410461527854,177,1,45124,0,35.15946516904302,Low,0.1986410461527854,0.5194174757281553,0.10317763076867979,0.001122265797473364,7.747000799958631,45124
36,1,HR,Accountant,8,0.3220177285836241,200,0,38871,0,64.40354571672482,Low,2.5761418286689928,0.5026178010471204,0.1618518426388896,0.0016100886429181204,11.592638229010468,310968
32,1,Finance,HR Specialist,5,0.7923001867988667,217,0,34599,1,171.92914053535407,Low,3.9615009339943335,0.5194174757281553,0.41153456304601327,0.0036511529345569895,25.353605977563735,172995
26,1,Finance,HR Specialist,5,0.1855352600528069,228,1,61224,0,42.30203929203997,Medium,0.9276763002640345,0.5194174757281553,0.09637025643519581,0.0008137511405824864,4.823916761372979,306120
50,0,Finance,HR Specialist,7,0.6146705651653954,223,0,31506,0,137.07153603188317,Low,4.302693956157768,0.5194174757281553,0.3192706333626083,0.0027563702473784547,30.73352825826977,220542
45,0,Finance,HR Specialist,3,0.982855143497688,209,0,57428,1,205.4167249910168,Medium,2.9485654304930637,0.5194174757281553,0.510512137642003,0.004702656188984153,44.22848145739596,172284
37,1,Sales,Manager,8,0.750597549458096,233,1,34834,1,174.88922902373636,Low,6.004780395664768,0.49282296650717705,0.3699117109769564,0.0032214487101205834,27.77210932994955,278672
43,0,Sales,Accountant,2,0.4754604664455235,229,1,56938,1,108.88044681602487,Medium,0.950920932891047,0.49282296650717705,0.234317837530569,0.0020762465783647314,20.444800057157508,113876
42,0,Sales,Accountant,6,0.8121612517693029,249,1,62841,1,202.22815169055642,Medium,4.872967510615817,0.49282296650717705,0.4002517173791301,0.003261691774173907,34.11077257431072,377046
26,1,Finance,Engineer,4,0.1207844352141432,238,0,56230,1,28.74669558096608,Medium,0.4831377408565728,0.5194174757281553,0.06273754644618118,0.0005074976269501815,3.1403953155677233,224920
52,0,Marketing,Accountant,5,0.5888936453962129,236,0,98061,0,138.97890031350624,High,2.9444682269810647,0.42105263157894735,0.2479552191141949,0.002495312056763614,30.622469560603072,490305
47,0,Engineering,Engineer,9,0.3802924948041679,173,1,34647,0,65.79060160112104,Low,3.4226324532375108,0.5343137254901961,0.20319549967477596,0.0021982225133188897,17.87374725579589,311823
28,1,Sales,Analyst,10,0.908369402889997,196,1,30269,1,178.04040296643942,Low,9.08369402889997,0.49282296650717705,0.4476653038166014,0.004634537769846923,25.434343280919915,302690
28,1,Finance,HR Specialist,5,0.3105680892742234,195,0,41737,1,60.56077740847356,Low,1.5528404463711172,0.5194174757281553,0.16131449297253353,0.0015926568680729406,8.695906499678255,208685
36,0,Sales,Accountant,8,0.6884839803327588,160,1,71087,0,110.1574368532414,Medium,5.5078718426620705,0.49282296650717705,0.33930071758025915,0.004303024877079743,24.785423291979317,568696
46,1,Engineering,Engineer,9,0.2329872462769809,214,1,50921,0,49.859270703273914,Medium,2.096885216492828,0.5343137254901961,0.12448828354995548,0.001088725449892434,10.71741332874112,458289
50,0,Sales,Accountant,8,0.7533324155402383,214,1,89560,1,161.213136925611,High,6.026659324321907,0.49282296650717705,0.37125951579255767,0.00352024493243102,37.666620777011914,716480
59,0,Finance,Accountant,6,0.9788778921567572,220,1,59060,0,215.3531362744866,Medium,5.873267352940544,0.5194174757281553,0.5084462837901603,0.004449444964348896,57.75379563724868,354360
28,0,Sales,Analyst,6,0.4635655413211493,165,0,46658,0,76.48831431798963,Low,2.781393247926896,0.49282296650717705,0.22845574524439416,0.0028094881292190866,12.97983515699218,279948
36,1,Marketing,Accountant,9,0.887494139095514,245,0,82313,1,217.43606407840093,High,7.987447251859626,0.42105263157894735,0.3736817427770585,0.0036224250575327102,31.949789007438504,740817
28,0,Finance,Analyst,8,0.3493494556603072,202,1,91589,1,70.56859004338204,High,2.7947956452824574,0.5194174757281553,0.18145821240608187,0.0017294527507935998,9.781784758488602,732712
55,0,Marketing,Analyst,3,0.3840634190592947,212,1,48184,0,81.42144484057047,Low,1.1521902571778841,0.42105263157894735,0.16171091328812406,0.0018116199012230881,21.12348804826121,144552
31,0,HR,HR Specialist,5,0.1149234302377638,165,0,58575,0,18.962365989231028,Medium,0.574617151188819,0.5026178010471204,0.057762561794896986,0.0006965056378046291,3.562626337370678,292875
34,1,HR,Analyst,6,0.9399064112380012,168,0,80456,1,157.9042770879842,High,5.639438467428008,0.5026178010471204,0.4724136936065346,0.005594681019273817,31.95681798209204,482736
48,0,HR,Engineer,8,0.517683817968095,154,1,72928,0,79.72330796708664,Medium,4.14147054374476,0.5026178010471204,0.2601971022248017,0.003361583233559059,24.848823262468564,583424
39,0,Engineering,Engineer,5,0.4331143300314448,168,0,74105,0,72.76320744528272,Medium,2.165571650157224,0.5343137254901961,0.23141893124229157,0.0025780614882824093,16.891458871226348,370525
44,0,Sales,Analyst,7,0.0679474523347238,185,0,43038,0,12.570278681923902,Low,0.4756321663430666,0.49282296650717705,0.0334860650262036,0.0003672835261336421,2.989687902727847,301266
31,0,Sales,Manager,8,0.0744384184792443,225,1,50000,1,16.74864415782997,Low,0.5955073478339544,0.49282296650717705,0.03668496221704384,0.000330837415463308,2.3075909728565733,400000
37,1,Finance,Analyst,8,0.2880329109565633,226,0,49824,0,65.09543787618331,Low,2.3042632876525064,0.5194174757281553,0.14960932753569064,0.0012744819068874482,10.657217705392842,398592
52,0,Marketing,Manager,6,0.8547456473639652,184,0,67588,1,157.2731991149696,Medium,5.128473884183791,0.42105263157894735,0.3598929041532485,0.004645356779151985,44.44677366292619,405528
42,1,Marketing,Accountant,2,0.9419529770864274,178,1,30821,0,167.66762992138408,Low,1.883905954172855,0.42105263157894735,0.39661177982586415,0.0052918706577889186,39.56202503762995,61642
35,0,Finance,Manager,4,0.7129372727018383,190,1,99801,1,135.45808181334928,High,2.851749090807353,0.5194174757281553,0.3703120785393043,0.003752301435272833,24.95280454456434,399204
26,0,HR,Engineer,6,0.8667742741785324,218,1,48520,0,188.95679177092006,Low,5.200645645071194,0.5026178010471204,0.43565617969182774,0.00397602878063547,22.53613112864184,291120
41,1,Marketing,Engineer,8,0.8013461562458192,227,1,69674,0,181.90557746780095,Medium,6.410769249966553,0.42105263157894735,0.33740890789297645,0.0035301592786159434,32.85519240607859,557392
30,0,Sales,Analyst,3,0.9759798861063104,192,1,66952,1,187.3881381324116,Medium,2.927939658318931,0.49282296650717705,0.48098530272224865,0.005083228573470366,29.27939658318931,200856
47,1,Engineering,Manager,5,0.3984517643541418,153,1,97606,1,60.963119946183696,High,1.9922588217707091,0.5343137254901961,0.2128982466402032,0.002604259897739489,18.727232924644664,488030
40,0,Marketing,Analyst,3,0.8301814091146785,167,1,59532,1,138.6402953221513,Medium,2.4905442273440355,0.42105263157894735,0.3495500669956541,0.004971146162363344,33.20725636458714,178596
50,1,Sales,Analyst,1,0.9164436095186694,173,1,97663,0,158.54474444672982,High,0.9164436095186694,0.49282296650717705,0.45164445827953564,0.005297361904732193,45.82218047593347,97663
25,0,HR,Analyst,1,0.8070531852055509,204,1,71807,0,164.63884978193238,Medium,0.8070531852055509,0.5026178010471204,0.4056392972760884,0.003956143064733093,20.176329630138774,71807
54,1,Engineering,Analyst,1,0.8616317688824431,218,0,90011,0,187.8357256163726,High,0.8616317688824431,0.5343137254901961,0.4603816804322858,0.0039524393068001975,46.52811551965193,90011
26,0,HR,Engineer,10,0.0013764983438844,157,1,91398,0,0.2161102399898508,High,0.013764983438844,0.5026178010471204,0.00069185257074818,8.767505375059873e-06,0.0357889569409944,913980
44,1,Sales,Accountant,8,0.7113761826437848,163,1,64897,1,115.95431777093692,Medium,5.691009461150278,0.49282296650717705,0.3505825206330614,0.004364271059164324,31.30055203632653,519176
29,1,HR,Engineer,7,0.4270432429444565,237,0,78600,0,101.20924857783619,Medium,2.9893027006111956,0.5026178010471204,0.21463953572077393,0.0018018702233943311,12.38425404538924,550200
55,1,Finance,Engineer,3,0.2238283761976296,196,0,74424,1,43.870361734735404,Medium,0.6714851285928888,0.5194174757281553,0.1162603701609047,0.001141981511212396,12.310560690869629,223272
32,0,Sales,Engineer,6,0.8732228709264533,238,1,40798,0,207.8270432804959,Low,5.23933722555872,0.49282296650717705,0.4303442856718885,0.003669003659354846,27.943131869646507,244788
54,1,HR,HR Specialist,10,0.4885662066604654,158,1,63948,1,77.19346065235354,Medium,4.885662066604654,0.5026178010471204,0.2455620724576161,0.0030921911813953508,26.382575159665134,639480
26,0,Finance,Analyst,1,0.0083909121579306,214,1,52415,0,1.7956552017971483,Medium,0.0083909121579306,0.5194174757281553,0.004358386412129001,3.920986989687196e-05,0.2181637161061956,52415
37,0,Finance,Analyst,6,0.1787610264156853,211,0,38085,0,37.7185765737096,Low,1.0725661584941117,0.5194174757281553,0.09285160109940936,0.0008472086559985086,6.614157977380357,228510
28,1,HR,HR Specialist,1,0.1291815753081449,200,1,32082,1,25.83631506162898,Low,0.1291815753081449,0.5026178010471204,0.06492895931718277,0.0006459078765407245,3.617084108628057,32082
32,0,HR,Accountant,5,0.9031597113004118,176,0,58364,0,158.9561091888725,Medium,4.515798556502059,0.5026178010471204,0.4539441480881651,0.00513158926875234,28.90111076161318,291820
49,0,Finance,Engineer,5,0.7229597427567956,194,1,40742,0,140.25419009481834,Low,3.614798713783978,0.5194174757281553,0.3755179246358113,0.0037265966121484313,35.425027395082985,203710
31,0,Sales,Manager,2,0.4489629871717319,201,0,84407,0,90.24156042151812,High,0.8979259743434638,0.49282296650717705,0.22125927118989658,0.0022336467023469247,13.917852602323688,168814
38,1,Sales,Analyst,5,0.3412185341167113,225,1,76806,1,76.77417017626004,Medium,1.7060926705835566,0.49282296650717705,0.16816033021062807,0.0015165268182964948,12.96630429643503,384030
53,0,HR,Manager,4,0.006573661720984,150,1,81919,1,0.9860492581475999,High,0.026294646883936,0.5026178010471204,0.003304039399028607,4.3824411473226666e-05,0.348404071212152,327676
45,0,Engineering,Engineer,10,0.2854002730521404,165,1,70060,0,47.09104505360316,Medium,2.8540027305214037,0.5343137254901961,0.15249328315040833,0.0017296986245584267,12.843012287346317,700600
57,1,Marketing,Manager,4,0.6625437194169094,244,1,99321,0,161.66066753772589,High,2.6501748776676375,0.42105263157894735,0.2789657765965934,0.002715343112364383,37.76499200676383,397284
49,1,HR,Analyst,7,0.7042036468911899,187,0,93226,1,131.6860819686525,High,4.929425528238329,0.5026178010471204,0.35394528848981266,0.003765794903161443,34.505978697668304,652582
38,0,Finance,Engineer,8,0.811996955812486,161,1,81389,1,130.73150988581025,High,6.495975646499888,0.5194174757281553,0.42176540908706794,0.005043459352872584,30.855884320874466,651112
33,1,Engineering,Analyst,7,0.4264524724420461,209,1,38495,0,89.12856674038764,Low,2.9851673070943225,0.5343137254901961,0.22785940929501483,0.002040442451875819,14.07293159058752,269465
39,1,Engineering,Engineer,2,0.7920330007370426,207,1,70941,0,163.95083115256782,Medium,1.5840660014740853,0.5343137254901961,0.42319410333498847,0.0038262463803721866,30.88928702874466,141882
31,0,Marketing,Engineer,6,0.8772395539982745,182,0,99476,1,159.65759882768594,High,5.263437323989647,0.42105263157894735,0.36936402273611557,0.0048199975494410685,27.194426173946507,596856
26,0,Marketing,Accountant,2,0.0767775330836085,211,1,49523,0,16.200059480641393,Low,0.153555066167217,0.42105263157894735,0.032327382350993056,0.00036387456437729146,1.9962158601738211,99046
55,0,Engineering,Engineer,2,0.0668990015107122,244,0,60676,1,16.323356368613776,Medium,0.1337980030214244,0.5343137254901961,0.03574505472876289,0.00027417623569964014,3.6794450830891705,121352
31,1,Sales,Accountant,4,0.9360951479087892,209,0,73359,0,195.64388591293695,Medium,3.744380591635157,0.49282296650717705,0.46132918772538417,0.004478924152673633,29.018949585172464,293436
35,0,Finance,Engineer,1,0.2610644259210312,154,1,51013,1,40.2039215918388,Medium,0.2610644259210312,0.5194174757281553,0.13560142511432202,0.001695223544941761,9.137254907236091,51013
37,0,HR,Analyst,3,0.4928804602510895,224,1,31553,1,110.40522309624404,Low,1.4786413807532686,0.5026178010471204,0.24773049311049525,0.0022003591975495065,18.236577029290313,94659
37,1,Engineering,HR Specialist,1,0.0191842543068638,201,0,65356,1,3.8560351156796235,Medium,0.0191842543068638,0.5343137254901961,0.010250410389451736,9.544405127792935e-05,0.7098174093539605,65356
50,0,Marketing,Engineer,5,0.3385658495620338,160,0,99328,0,54.17053592992541,High,1.692829247810169,0.42105263157894735,0.14255404192085633,0.002116036559762711,16.92829247810169,496640
32,0,Marketing,Accountant,10,0.4676564847461099,189,0,47802,0,88.38707561701477,Low,4.676564847461099,0.42105263157894735,0.19690799357730943,0.0024743729351646027,14.965007511875516,478020
38,1,Marketing,Analyst,2,0.3768908906209544,222,1,45532,1,83.66977771785187,Low,0.7537817812419088,0.42105263157894735,0.15869090131408606,0.0016977067145088035,14.321853843596266,91064
26,1,Engineering,Engineer,6,0.0507593323184546,226,1,97181,0,11.47160910397074,High,0.30455599391072763,0.5343137254901961,0.02712140795446839,0.00022459881556838318,1.3197426402798196,583086
39,0,Marketing,HR Specialist,6,0.6890821940573552,169,0,35521,0,116.45489079569302,Low,4.134493164344131,0.42105263157894735,0.29013987118204426,0.004077409432292042,26.87420556823685,213126
48,1,Sales,Engineer,4,0.7517409791142201,239,1,98429,1,179.66609400829861,High,3.0069639164568804,0.49282296650717705,0.3704752193720798,0.0031453597452477827,36.08356699748256,393716
58,0,Sales,HR Specialist,4,0.9485216582843012,199,0,93166,1,188.75580999857596,High,3.794086633137205,0.49282296650717705,0.46745325743197624,0.004766440493890961,55.01425618048947,372664
28,1,Finance,Analyst,10,0.5244977051345444,246,0,54477,0,129.02643546309793,Medium,5.244977051345444,0.5194174757281553,0.2724332740261954,0.002132104492416847,14.685935743767244,544770
42,0,Finance,Engineer,3,0.0392812692725437,207,0,40012,1,8.131222739416545,Low,0.1178438078176311,0.5194174757281553,0.0204033777289426,0.000189764585857699,1.6498133094468352,120036
49,1,Sales,HR Specialist,9,0.1270735768470797,178,1,37543,0,22.61909667878019,Low,1.1436621916237173,0.49282296650717705,0.06262477710645555,0.0007138964991408972,6.2266052655069055,337887
48,1,Engineering,Manager,7,0.8895685676398605,184,0,87607,0,163.68061644573433,High,6.226979973479024,0.5343137254901961,0.47530869545463134,0.004834611780651416,42.6992912467133,613249
30,1,Finance,Engineer,2,0.8783340929817791,232,0,97217,0,203.77350957177276,High,1.7566681859635582,0.5194174757281553,0.4562220774225746,0.003785922814576634,26.350022789453373,194434
58,1,Finance,Engineer,2,0.8654682799925634,218,0,52961,0,188.6720850383788,Medium,1.7309365599851267,0.5194174757281553,0.4495393493165256,0.003970037981617263,50.197160239568674,105922
27,0,Engineering,HR Specialist,5,0.2309574950974338,154,1,38532,0,35.567454245004804,Low,1.154787475487169,0.5343137254901961,0.12340375963539355,0.0014997239941391806,6.235852367630713,192660
43,0,Finance,HR Specialist,10,0.0725329921472728,235,0,80112,0,17.045253154609107,High,0.725329921472728,0.5194174757281553,0.03767490368814655,0.0003086510304139268,3.1189186623327303,801120
43,0,HR,Analyst,9,0.160936631676983,154,0,74736,0,24.78424127825538,Medium,1.4484296850928469,0.5026178010471204,0.08088961592141554,0.0010450430628375518,6.9202751621102685,672624
52,0,HR,HR Specialist,7,0.38112151333694,218,0,35031,1,83.08448990745292,Low,2.66785059335858,0.5026178010471204,0.19155845696516355,0.0017482638226465137,19.81831869352088,245217
34,1,Sales,Manager,9,0.687645876345314,165,1,61668,1,113.46156959697682,Medium,6.188812887107827,0.49282296650717705,0.3388876806869251,0.004167550765729176,23.379959795740678,555012
42,1,HR,Manager,5,0.6767017400613994,210,0,58508,1,142.10736541289387,Medium,3.383508700306997,0.5026178010471204,0.3401223405544206,0.003222389238387616,28.421473082578775,292540
28,1,HR,Analyst,9,0.6926309648604936,201,0,62378,1,139.2188239369592,Medium,6.233678683744442,0.5026178010471204,0.3481286524953266,0.0034459251983109136,19.393667016093822,561402
36,1,Engineering,Analyst,8,0.4173950950837386,161,0,73980,0,67.20061030848191,Medium,3.339160760669909,0.5343137254901961,0.223019928255527,0.002592516118532538,15.02622342301459,591840
51,0,Finance,HR Specialist,3,0.3023636190219053,240,0,78603,1,72.56726856525727,Medium,0.9070908570657159,0.5194174757281553,0.1570529477443877,0.001259848412591272,15.420544570117169,235809
53,0,Sales,Analyst,5,0.6717440322109104,245,0,45278,0,164.57728789167305,Low,3.358720161054552,0.49282296650717705,0.3310508866876736,0.002741812376371063,35.60243370717825,226390
36,0,Marketing,Manager,5,0.9565821980714276,238,1,50064,1,227.66656314099978,Medium,4.782910990357138,0.42105263157894735,0.40277145181954843,0.0040192529330732255,34.436959130571395,250320
35,1,Marketing,HR Specialist,1,0.6772484897936986,247,0,92394,0,167.28037697904355,High,0.6772484897936986,0.42105263157894735,0.28515725886050464,0.002741896719812545,23.70369714277945,92394
28,1,Engineering,Accountant,6,0.6106453354258036,200,1,40991,0,122.12906708516071,Low,3.6638720125548216,0.5343137254901961,0.3262761841245715,0.003053226677129018,17.0980693919225,245946
48,1,Sales,Manager,8,0.5134980096275745,194,1,76164,0,99.61861386774946,Medium,4.107984077020596,0.49282296650717705,0.25306361240019226,0.0026468969568431678,24.647904462123577,609312
50,0,HR,Engineer,6,0.7898978722441387,238,1,37833,1,187.995693594105,Low,4.739387233464832,0.5026178010471204,0.3970167315991482,0.003318898622874532,39.49489361220693,226998
52,1,HR,Manager,5,0.7724070601221441,156,0,90927,0,120.49550137905447,High,3.8620353006107204,0.5026178010471204,0.388225538071863,0.004951327308475283,40.16516712635149,454635
28,1,Marketing,Analyst,6,0.5649615759251972,190,1,86897,1,107.34269942578747,High,3.3897694555511837,0.42105263157894735,0.23787855828429355,0.0029734819785536696,15.818924125905523,521382
39,1,HR,HR Specialist,9,0.0910879874587776,175,1,85229,1,15.940397805286079,High,0.8197918871289983,0.5026178010471204,0.04578244395833848,0.0005205027854787291,3.552431510892326,767061
46,0,Sales,Manager,10,0.4816047670592061,202,0,35793,0,97.28416294595962,Low,4.816047670592061,0.49282296650717705,0.23734588998611592,0.0023841820151445847,22.15381928472348,357930
48,0,HR,Engineer,5,0.6934832111730455,241,1,57650,1,167.12945389270396,Medium,3.467416055865227,0.5026178010471204,0.34855700666289197,0.0028775236978134666,33.287194136306184,288250
48,0,Marketing,Analyst,7,0.0333534333975008,199,0,70990,0,6.637333246102659,Medium,0.23347403378250559,0.42105263157894735,0.01404355090421086,0.0001676051929522653,1.6009648030800383,496930
29,0,HR,Engineer,1,0.3961343284493179,217,1,79792,0,85.96114927350199,Medium,0.3961343284493179,0.5026178010471204,0.1991041650844739,0.001825503817738792,11.487895525030218,79792
